Date,Client,Mission Reference,Prix Client,Prix Driver,Adresse de départ,Adresse d'arrivée,Retard driver,Driver login,mission Status,Distance total,Durée de la mission,Rating Client
2023-05-15,Company B,7iU2LH5,145,100,"20 Rue Louise de Vilmorin, 91630 Avrainville, France","90 Rue Charles de Gaulle, Freneuse, France",-160,test_2@test.com,FINISHED,210,94,
2023-05-15,Company C,LxHRpxS,76,37,"5 Rte des Loges, 91290 La Norville, France","29 Avenue Louis Breguet, Vélizy-Villacoublay, France",-216,test_1@test.com,FINISHED,84,66,
2023-05-15,Company C,XcMcIVL,30,20,"28 Rue Escudier, Boulogne-Billancourt, France","74, route de la Reine 92100 Boulogne",-117,test_1@test.com,FINISHED,4,24,
2023-05-16,Company D,1Y3ABGp,199,142,"336 boulevard duhamel du monceau, Olivet, France","Rue Bennefray, Rives-du-Loir-en-Anjou, France",792,test_5@test.com,FINISHED,420,"1,03",
2023-05-16,Company D,4FZ2wvl,199,170,"85 av occitanie,  saint maur, France","Rue Bennefray, Rives-du-Loir-en-Anjou, France",-195,test_3@test.com,FINISHED,438,232,
2023-05-16,Company D,FzZ9Ir9,106,33,1 rue de l'ile de France 94460 Valenton,"2 rue de la paix,  colombes, France",-163,test_2@test.com,FINISHED,90,92,
2023-05-16,Company D,LCQx8YR,344,280,"7 Rue des Frères Salvez, 01500 Ambérieu-en-Bugey, France","14 16 rue saint luc,  chateauroux, France",-42,test_3@test.com,FINISHED,716,286,
2023-05-16,Company E,Ba30lK6,30,15,"26 All. des Frères Voisin, 75015 Paris, France","26 Allée des Frères Voisin, Paris, France",-125,test_3@test.com,FINISHED,0,16,
2023-05-16,Company E,Hkvy12c,22.5,15,"93 Avenue Emile Zola, 75015 Paris, France","100 Avenue de Suffren, Paris, France",-226,test_3@test.com,FINISHED,4,23,
2023-05-16,Company E,Omh4qMc,296,228,"Rue d'Illzach, Kingersheim, France","6 Avenue de l'Industrie, 69960 Corbas, France",-189,test_2@test.com,FINISHED,748,391,
2023-05-16,Company E,LeKLulI,40,40,"124 Rue Alfred Dequeant, 92000 Nanterre, France","126 Avenue du Général Leclerc, Pantin, France",-283,test_4@test.com,CANCELLED,42,219,
2023-05-16,Company F,YZUq46Z,34.65,18,"74, route de la Reine 92100 Boulogne","42 Rue de l'Avenir, Clichy, France",-86,test_1@test.com,FINISHED,24,74,
2023-05-16,Company F,banTRwf,28,15,"29 Rue Frémicourt, 75015 Paris, France","17 Rue du Docteur Lancereaux, Paris, France",-207,test_3@test.com,FINISHED,10,45,
2023-05-16,Company F,niAR0F0,30,21,"42 Rue de l'Avenir, Clichy, France","74, route de la Reine 92100 Boulogne",-126,test_2@test.com,FINISHED,22,61,
2023-05-16,Company F,Ul7E00Q,25,20,"11 Rue du Commandeur, Paris, France","11 Boulevard du Colonel Fabien, 94200 Ivry-sur-Seine, France",-113,test_1@test.com,FINISHED,18,42,
2023-05-16,Company F,rvTCbrs,25,20,"11 Boulevard du Colonel Fabien, 94200 Ivry-sur-Seine, France","11 Rue du Commandeur, Paris, France",-127,test_3@test.com,FINISHED,22,62,
2023-05-16,Company G,xezNHQ7,38,23,"86 Avenue du 18 Juin 1940, Rueil-Malmaison, France","11 Boulevard du Colonel Fabien, 94200 Ivry-sur-Seine, France",-53,test_4@test.com,FINISHED,48,74,
2023-05-16,Company,JUi2GmH,75,50,"16 Allée Maximilien de Robespierre, Martigues, France","SOMEDAT STVA, QUARTIER DU PARC DE L'ARTILLERIE, MIRAMAS, 13140, FRA",-183,test_2@test.com,FINISHED,58,85,
